序号,院系名称,专业名称,班级名称,学号,姓名（可能有重名）,实验项目名称,上课周次,上课星期,开始节次,结束节次,上课教师,实验人数,课时
5078,学院007,专业015,班级025,S000000436,学生436,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5079,学院007,专业015,班级027,S000001672,学生1662,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5080,学院005,专业012,班级021,S000000240,学生240,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5081,学院005,专业012,班级021,S000000293,学生293,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5082,学院005,专业012,班级102,S000002189,学生2172,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5083,学院005,专业012,班级102,S000002182,学生2165,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5084,学院005,专业012,班级102,S000002211,学生2193,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5085,学院005,专业012,班级144,S000002637,学生2614,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5086,学院005,专业013,班级022,S000000275,学生275,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5087,学院002,专业005,班级007,S000000028,学生028,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5088,学院006,专业022,班级054,S000000809,学生808,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5089,学院008,专业019,班级032,S000000608,学生608,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5090,学院006,专业032,班级053,S000000771,学生720,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5091,学院011,专业028,班级080,S000001207,学生1202,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5092,学院006,专业032,班级047,S000001948,学生1935,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5093,学院004,专业010,班级016,S000000121,学生121,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5094,学院001,专业003,班级003,S000000495,学生495,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5095,学院009,专业026,班级064,S000001022,学生1018,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5096,学院008,专业079,班级129,S000002084,学生2069,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5097,学院013,专业085,班级155,S000002493,学生2471,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5098,学院008,专业020,班级033,S000000618,学生618,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5099,学院009,专业045,班级068,S000001062,学生1058,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5100,学院017,专业080,班级130,S000002099,学生2084,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5101,学院005,专业048,班级115,S000001549,学生1540,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5102,学院008,专业019,班级036,S000000656,学生656,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5103,学院009,专业041,班级065,S000001000,学生996,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5104,学院005,专业012,班级161,S000002788,学生2763,弗兰克 赫兹实验 大物2,5周,星期一,8,10,教师005,29,3
5105,学院005,专业017,班级030,S000002766,学生2741,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5106,学院007,专业015,班级028,S000000451,学生451,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5107,学院007,专业015,班级028,S000000412,学生412,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5108,学院007,专业015,班级027,S000000985,学生981,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5109,学院001,专业068,班级139,S000002670,学生2646,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5110,学院001,专业068,班级105,S000002720,学生2695,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5111,学院001,专业001,班级012,S000000536,学生536,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5112,学院006,专业014,班级023,S000000348,学生348,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5113,学院005,专业012,班级020,S000000284,学生284,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5114,学院005,专业012,班级060,S000000913,学生911,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5115,学院005,专业013,班级022,S000000251,学生251,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5116,学院006,专业033,班级049,S000000817,学生816,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5117,学院006,专业081,班级138,S000002335,学生2315,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5118,学院008,专业019,班级032,S000000602,学生602,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5119,学院009,专业027,班级098,S000001866,学生1853,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5120,学院011,专业028,班级080,S000001404,学生1398,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5121,学院001,专业002,班级002,S000000556,学生556,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5122,学院014,专业056,班级081,S000001993,学生1980,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5123,学院001,专业003,班级003,S000000016,学生016,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5124,学院009,专业026,班级064,S000001014,学生1010,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5125,学院009,专业026,班级041,S000000999,学生995,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5126,学院001,专业006,班级009,S000002174,学生2157,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5127,学院009,专业061,班级089,S000001285,学生1279,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5128,学院006,专业038,班级058,S000000815,学生814,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5129,学院009,专业023,班级038,S000001761,学生1749,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5130,学院013,专业058,班级085,S000001217,学生1211,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5131,学院009,专业053,班级077,S000001603,学生1594,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5132,学院014,专业090,班级169,S000002847,学生2820,弗兰克 赫兹实验 大物2,5周,星期一,11,13,教师005,28,3
5133,学院005,专业017,班级030,S000002756,学生2731,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5134,学院009,专业043,班级066,S000001113,学生1108,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5135,学院009,专业043,班级091,S000001639,学生1630,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5136,学院004,专业011,班级018,S000000141,学生141,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5137,学院004,专业011,班级018,S000000173,学生173,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5138,学院004,专业011,班级018,S000000143,学生143,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5139,学院005,专业012,班级020,S000000245,学生245,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5140,学院005,专业012,班级020,S000000306,学生306,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5141,学院005,专业012,班级020,S000000329,学生329,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5142,学院005,专业012,班级060,S000000888,学生886,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5143,学院006,专业032,班级048,S000000786,学生785,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5144,学院010,专业024,班级039,S000000695,学生695,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5145,学院006,专业022,班级054,S000001970,学生1957,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5146,学院008,专业019,班级032,S000000601,学生601,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5147,学院006,专业034,班级057,S000001571,学生1562,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5148,学院011,专业028,班级112,S000001534,学生1525,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5149,学院014,专业056,班级081,S000002240,学生2222,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5150,学院014,专业056,班级081,S000002236,学生2218,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5151,学院002,专业004,班级013,S000000084,学生084,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5152,学院002,专业004,班级011,S000000090,学生090,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5153,学院009,专业026,班级041,S000001010,学生1006,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5154,学院010,专业049,班级072,S000001186,学生1181,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5155,学院009,专业061,班级088,S000001252,学生1246,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5156,学院010,专业049,班级073,S000001175,学生1170,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5157,学院017,专业080,班级131,S000002127,学生2112,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5158,学院009,专业062,班级090,S000001266,学生1260,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5159,学院014,专业088,班级167,S000002803,学生2778,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5160,学院013,专业040,班级061,S000000953,学生949,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5161,学院002,专业063,班级094,S000001352,学生1346,弗兰克 赫兹实验 大物2,5周,星期二,3,5,教师010,29,3
5162,学院007,专业015,班级026,S000000939,学生935,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5163,学院009,专业043,班级092,S000001819,学生1807,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5164,学院007,专业015,班级025,S000000925,学生922,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5165,学院007,专业015,班级027,S000000935,学生931,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5166,学院004,专业011,班级018,S000000188,学生188,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5167,学院004,专业011,班级018,S000000184,学生184,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5168,学院006,专业014,班级024,S000000391,学生391,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5169,学院006,专业014,班级024,S000000362,学生362,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5170,学院009,专业074,班级123,S000001805,学生1793,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5171,学院009,专业074,班级123,S000001777,学生1765,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5172,学院010,专业024,班级039,S000000712,学生712,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5173,学院010,专业024,班级039,S000000693,学生693,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5174,学院006,专业022,班级054,S000000801,学生800,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5175,学院011,专业028,班级103,S000001408,学生1402,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5176,学院006,专业034,班级057,S000001566,学生1557,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5177,学院009,专业027,班级042,S000001885,学生1872,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5178,学院009,专业027,班级042,S000001856,学生1843,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5179,学院011,专业054,班级106,S000002737,学生2712,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5180,学院002,专业004,班级005,S000000031,学生031,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5181,学院002,专业004,班级006,S000000095,学生095,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5182,学院009,专业026,班级041,S000001052,学生1048,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5183,学院010,专业049,班级072,S000001191,学生1186,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5184,学院011,专业054,班级107,S000001435,学生1429,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5185,学院006,专业036,班级052,S000000830,学生829,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5186,学院017,专业080,班级131,S000002138,学生2122,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5187,学院009,专业062,班级090,S000001258,学生1252,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5188,学院009,专业053,班级077,S000001600,学生1591,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5189,学院010,专业025,班级040,S000000697,学生697,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5190,学院010,专业077,班级127,S000001996,学生1982,弗兰克 赫兹实验 大物2,6周,星期一,3,5,教师005,29,3
5191,学院007,专业015,班级026,S000001667,学生1657,弗兰克 赫兹实验 大物2,6周,星期一,8,10,教师005,29,3
5192,学院007,专业015,班级028,S000000414,学生414,弗兰克 赫兹实验 大物2,6周,星期一,8,10,教师005,29,3
5193,学院007,专业015,班级025,S000001676,学生1666,弗兰克 赫兹实验 大物2,6周,星期一,8,10,教师005,29,3
5194,学院007,专业015,班级027,S000000457,学生457,弗兰克 赫兹实验 大物2,6周,星期一,8,10,教师005,29,3
5195,学院005,专业012,班级021,S000000260,学生260,弗兰克 赫兹实验 大物2,6周,星期一,8,10,教师005,29,3
5196,学院005,专业012,班级021,S000000335,学生335,弗兰克 赫兹实验 大物2,6周,星期一,8,10,教师005,29,3
5197,学院005,专业012,班级102,S000002206,学生2188,弗兰克 赫兹实验 大物2,6周,星期一,8,10,教师005,29,3
5198,学院005,专业012,班级102,S000002208,学生2190,弗兰克 赫兹实验 大物2,6周,星期一,8,10,教师005,29,3
5199,学院005,专业012,班级102,S000002213,学生2195,弗兰克 赫兹实验 大物2,6周,星期一,8,10,教师005,29,3
